location,date,people_fully_vaccinated_per_hundred
US,2020-11-24,9.22956586610839
US,2020-11-25,12.78314665190442
US,2020-11-26,6.677918645769194
US,2020-11-27,10.650817370314616
US,2020-11-28,7.425726946111108
US,2020-11-29,6.064029956638491
US,2020-11-30,9.473086854257787
US,2020-12-01,7.418384511680929
US,2020-12-02,13.035456504968984
US,2020-12-03,13.61918757060544
US,2020-12-04,7.5896999828512595
US,2020-12-05,6.19043346612043
US,2020-12-06,15.38444568345841
US,2020-12-07,6.024684248742748
US,2020-12-08,10.211348379123843
US,2020-12-09,12.133916236157171
US,2020-12-10,16.219298919022723
US,2020-12-11,16.59812717005214
US,2020-12-12,15.311743007630692
US,2020-12-13,9.414690044002713
US,2020-12-14,15.49637406585347
US,2020-12-15,9.555701732824854
US,2020-12-16,9.218445673338952
US,2020-12-17,13.612663404996919
US,2020-12-18,15.44299321422622
US,2020-12-19,7.300283310034184
US,2020-12-20,7.448300594957292
US,2020-12-21,17.20788720334498
US,2020-12-22,18.353212888033973
US,2020-12-23,15.020396462249757
US,2020-12-24,12.724943732984338
US,2020-12-25,18.56536741846876
US,2020-12-26,17.08055675557709
US,2020-12-27,15.11431877803776
US,2020-12-28,11.558575419477565
US,2020-12-29,9.91152987552679
US,2020-12-30,13.137024461582673
US,2020-12-31,11.330245093827045
US,2021-01-01,12.169249522149682
US,2021-01-02,14.828213407555673
US,2021-01-03,9.835681167188664
US,2021-01-04,19.33141486509262
US,2021-01-05,9.618388979550035
US,2021-01-06,14.714904591314285
US,2021-01-07,18.81416720501459
US,2021-01-08,14.972314756881861
US,2021-01-09,13.173637572906172
US,2021-01-10,15.013326109670365
US,2021-01-11,20.904395832549177
US,2021-01-12,23.25073449322974
US,2021-01-13,17.758949641844136
US,2021-01-14,20.43641587384947
US,2021-01-15,8.18037010993269
US,2021-01-16,22.085830552393162
US,2021-01-17,23.410201134839483
US,2021-01-18,17.417743336472643
US,2021-01-19,20.437019251581585
US,2021-01-20,16.609013784545226
US,2021-01-21,12.972361717517229
US,2021-01-22,22.44731633491801
US,2021-01-23,18.31717309033223
US,2021-01-24,18.133635807695637
US,2021-01-25,19.589334244916387
US,2021-01-26,23.052053819090425
US,2021-01-27,21.06559475068349
US,2021-01-28,12.231336140510818
US,2021-01-29,16.72604731824663
US,2021-01-30,25.757190976559986
US,2021-01-31,18.454812490848557
US,2021-02-01,25.31311822108605
US,2021-02-02,23.246639907741088
US,2021-02-03,20.755217264195906
US,2021-02-04,15.203637127609618
US,2021-02-05,14.477748255457902
US,2021-02-06,20.695921281886342
US,2021-02-07,16.972614583404674
US,2021-02-08,23.767191297546105
US,2021-02-09,23.192404007539604
US,2021-02-10,15.024414004662514
US,2021-02-11,22.37075536494877
US,2021-02-12,18.59808855481734
US,2021-02-13,15.477891495303144
US,2021-02-14,17.255068603251694
US,2021-02-15,26.511685477032973
US,2021-02-16,16.41678791954052
US,2021-02-17,15.118066047733596
US,2021-02-18,16.43987935970566
US,2021-02-19,13.863597662448619
US,2021-02-20,20.37038225422841
US,2021-02-21,12.689754151921631
US,2021-02-22,25.953642592807256
US,2021-02-23,14.366488895463396
US,2021-02-24,21.851295048038946
US,2021-02-25,12.500509978397872
US,2021-02-26,29.716908279107958
US,2021-02-27,19.28242426965167
US,2021-02-28,26.840078217403928
US,2021-03-01,25.880415847259666
US,2021-03-02,24.880707466486413
US,2021-03-03,27.343716346814965
US,2021-03-04,12.429596699255912
US,2021-03-05,24.51274170741681
US,2021-03-06,16.005789217222027
US,2021-03-07,27.00330494539838
US,2021-03-08,30.73993083279045
US,2021-03-09,29.71157803266515
US,2021-03-10,13.09848233868909
US,2021-03-11,18.608421802398368
US,2021-03-12,18.582939279748395
US,2021-03-13,13.441599353365861
US,2021-03-14,12.979335357626155
US,2021-03-15,19.29060494232816
US,2021-03-16,32.6763669558736
US,2021-03-17,23.516738323458053
US,2021-03-18,24.79137399215406
US,2021-03-19,21.556619802414744
US,2021-03-20,25.91997131637971
US,2021-03-21,32.62923060868283
US,2021-03-22,24.495703956323815
US,2021-03-23,12.769869189698968
US,2021-03-24,22.538615920118108
US,2021-03-25,34.03472903014448
US,2021-03-26,20.32152230160863
US,2021-03-27,25.15926845593286
US,2021-03-28,14.013309235205673
US,2021-03-29,14.875387570688352
US,2021-03-30,32.030077858487324
US,2021-03-31,18.72806430108771
US,2021-04-01,18.928104923832933
US,2021-04-02,20.938226705654944
US,2021-04-03,34.75554454783718
US,2021-04-04,13.90849380567766
US,2021-04-05,31.5184620509769
US,2021-04-06,20.197389035183676
US,2021-04-07,32.52217942624994
US,2021-04-08,36.10048671800993
US,2021-04-09,20.62261806814547
US,2021-04-10,15.356295335581468
US,2021-04-11,15.787199700581743
US,2021-04-12,30.965025917349976
US,2021-04-13,15.929562342751973
US,2021-04-14,18.858454899658987
US,2021-04-15,17.539518757185785
US,2021-04-16,21.391964100774562
US,2021-04-17,14.416601036257155
US,2021-04-18,34.1899105566629
US,2021-04-19,34.41170168856514
US,2021-04-20,23.188495621460323
US,2021-04-21,28.35823301009862
US,2021-04-22,29.233960215150198
US,2021-04-23,32.10593356439037
US,2021-04-24,26.33380425863652
US,2021-04-25,26.167703576939665
US,2021-04-26,29.413898210533482
US,2021-04-27,31.3995631269838
US,2021-04-28,22.183287878166396
US,2021-04-29,21.838743446969836
US,2021-04-30,20.320565868132
US,2021-05-01,27.794433715787836
US,2021-05-02,22.880141342183546
US,2021-05-03,27.77636424779377
US,2021-05-04,24.280391724161497
US,2021-05-05,35.95814951066657
US,2021-05-06,15.47451647312744
US,2021-05-07,29.056907086686685
US,2021-05-08,29.256966015971777
US,2021-05-09,24.125482577706507
US,2021-05-10,25.235972511030123
US,2021-05-11,35.75361242428053
US,2021-05-12,21.54659440318524
US,2021-05-13,37.98788502250471
US,2021-05-14,38.81834385494448
US,2021-05-15,32.102278592821264
US,2021-05-16,35.64001598382675
US,2021-05-17,31.273825546761124
US,2021-05-18,28.912307007653883
US,2021-05-19,41.5069804452815
US,2021-05-20,22.22740098405998
US,2021-05-21,18.643301979328694
US,2021-05-22,22.522081385875936
US,2021-05-23,31.989754960490075
US,2021-05-24,19.73328301731294
US,2021-05-25,40.71472584924048
US,2021-05-26,26.41970761929639
US,2021-05-27,39.28391975829265
US,2021-05-28,21.877707100241448
US,2021-05-29,23.825832803924506
US,2021-05-30,16.4411678768714
US,2021-05-31,22.35414691947443
US,2021-06-01,29.31328904131372
US,2021-06-02,42.95026645638029
US,2021-06-03,26.489308621966646
US,2021-06-04,34.07834199655204
US,2021-06-05,27.83130352406364
US,2021-06-06,16.458434708115032
US,2021-06-07,30.306685302080417
US,2021-06-08,17.147183495128804
US,2021-06-09,42.06447770776509
US,2021-06-10,38.217627339502876
US,2021-06-11,26.886735020322405
US,2021-06-12,35.004713052072596
US,2021-06-13,18.85046718365063
US,2021-06-14,37.15894909714591
US,2021-06-15,41.00470467873555
US,2021-06-16,41.106289669539095
US,2021-06-17,24.46945948794846
US,2021-06-18,23.905255912164673
US,2021-06-19,32.0718874001441
US,2021-06-20,46.23482310079022
US,2021-06-21,44.88852609235229
US,2021-06-22,27.250539871664625
US,2021-06-23,40.698578296620795
US,2021-06-24,45.34003667451749
US,2021-06-25,24.34964690296336
US,2021-06-26,42.702490352254365
US,2021-06-27,24.72623918647549
US,2021-06-28,27.2380126661569
US,2021-06-29,22.641790383564434
US,2021-06-30,32.730093469863185
US,2021-07-01,43.79193515291645
US,2021-07-02,33.61730489414125
US,2021-07-03,20.4488323179336
US,2021-07-04,24.733428170273893
US,2021-07-05,35.07444162028418
US,2021-07-06,35.85350477938554
US,2021-07-07,35.75327599768968
US,2021-07-08,19.214216300456993
US,2021-07-09,41.87344281400079
US,2021-07-10,47.21584466613172
US,2021-07-11,33.953436643724636
US,2021-07-12,41.07454696421178
US,2021-07-13,47.79372363083543
US,2021-07-14,38.734911392737736
US,2021-07-15,39.92707463065574
US,2021-07-16,41.64989049639285
US,2021-07-17,26.009183839729026
US,2021-07-18,37.13585110278718
US,2021-07-19,46.170823940329285
US,2021-07-20,27.4676141939959
US,2021-07-21,48.342099286051365
US,2021-07-22,38.87725365686743
US,2021-07-23,32.12648482987036
US,2021-07-24,39.19908535287022
US,2021-07-25,31.565096699117674
US,2021-07-26,46.96504962487093
US,2021-07-27,34.57761401837942
US,2021-07-28,49.462831599328084
US,2021-07-29,35.747206062013056
US,2021-07-30,41.193077832127244
US,2021-07-31,53.31970138784388
US,2021-08-01,23.09668052400492
US,2021-08-02,44.27490352465592
US,2021-08-03,22.935512982182015
US,2021-08-04,48.19918916751826
US,2021-08-05,39.581967059948624
US,2021-08-06,52.06137609395382
US,2021-08-07,49.58422465059871
US,2021-08-08,20.925342163865174
US,2021-08-09,23.261542771278425
US,2021-08-10,40.302855987009806
US,2021-08-11,37.37214728587414
US,2021-08-12,24.60319680657476
US,2021-08-13,23.223355523223876
US,2021-08-14,39.36765898733969
US,2021-08-15,20.364989429872484
US,2021-08-16,51.102953269867925
US,2021-08-17,48.75419290863774
US,2021-08-18,48.072836941994744
US,2021-08-19,19.349893014027792
US,2021-08-20,20.591299472318948
US,2021-08-21,39.578934867382465
US,2021-08-22,56.489291040199916
US,2021-08-23,31.923784016814228
US,2021-08-24,32.08624302340307
US,2021-08-25,24.165990537441562
US,2021-08-26,44.859627702848954
US,2021-08-27,43.91771718847042
US,2021-08-28,23.09078078895971
US,2021-08-29,37.24537305213151
US,2021-08-30,45.049091480528205
US,2021-08-31,38.44907447565857
US,2021-09-01,45.56530697635251
US,2021-09-02,51.20291846008496
US,2021-09-03,46.24680189174894
US,2021-09-04,43.64006662097348
US,2021-09-05,53.060738072224126
US,2021-09-06,55.04313071728268
US,2021-09-07,35.022125624726684
US,2021-09-08,26.593370565093498
US,2021-09-09,52.1872719987188
US,2021-09-10,28.335998359789485
US,2021-09-11,56.872236656013605
US,2021-09-12,20.862830014353946
US,2021-09-13,56.850847304772145
US,2021-09-14,43.67623800374372
US,2021-09-15,51.24463308381783
US,2021-09-16,36.2092512586955
US,2021-09-17,60.26533819311875
US,2021-09-18,29.465832816434762
US,2021-09-19,31.032352703109893
US,2021-09-20,22.44330047232515
US,2021-09-21,58.77131321290667
US,2021-09-22,39.101598517185856
US,2021-09-23,48.16894900349332
US,2021-09-24,48.80381389872275
US,2021-09-25,56.629486202046316
US,2021-09-26,48.111412851696706
US,2021-09-27,43.96767694739335
US,2021-09-28,50.22821875392831
US,2021-09-29,52.040385238530064
US,2021-09-30,28.6031953585617
US,2021-10-01,25.484082229228278
US,2021-10-02,24.086166835345093
US,2021-10-03,36.710246769946544
US,2021-10-04,42.01581009716907
US,2021-10-05,47.08042570783213
US,2021-10-06,61.6748601828705
US,2021-10-07,35.22540357677707
US,2021-10-08,53.58714721328416
US,2021-10-09,43.93583459474209
US,2021-10-10,30.747840100111347
US,2021-10-11,47.73507236671088
US,2021-10-12,62.94185804862828
US,2021-10-13,26.845256867804714
US,2021-10-14,43.41375785207177
US,2021-10-15,23.82948089930282
US,2021-10-16,35.55866574221248
US,2021-10-17,48.63415620757922
US,2021-10-18,58.33597671733782
US,2021-10-19,53.642319187256696
US,2021-10-20,42.076841208016205
US,2021-10-21,61.72395676116162
US,2021-10-22,35.23917379454353
US,2021-10-23,55.17527004990731
US,2021-10-24,42.95379785907191
US,2021-10-25,61.819700356536686
US,2021-10-26,57.47627399926157
US,2021-10-27,62.22525296203502
US,2021-10-28,31.784029277922265
US,2021-10-29,52.099509272382875
US,2021-10-30,55.3593143412493
US,2021-10-31,55.660159084660194
US,2021-11-01,45.079620225983454
US,2021-11-02,23.006273505657866
US,2021-11-03,34.340528352495284
US,2021-11-04,37.21319955019802
US,2021-11-05,61.2472587628638
US,2021-11-06,60.87621609653161
US,2021-11-07,27.51294473371914
US,2021-11-08,66.11251620876935
US,2021-11-09,31.188307139973137
US,2021-11-10,41.87766286958219
US,2021-11-11,32.82570474448367
US,2021-11-12,62.575293566150435
US,2021-11-13,57.597433668714274
US,2021-11-14,39.43303087821654
US,2021-11-15,54.720980385006364
US,2021-11-16,31.754623425559565
US,2021-11-17,41.02681479548408
US,2021-11-18,40.873213616555844
US,2021-11-19,34.461643036389276
US,2021-11-20,64.41140392047889
US,2021-11-21,55.28786499397101
US,2021-11-22,36.65714759649857
US,2021-11-23,34.95388782562765
US,2021-11-24,24.447403831164085
US,2021-11-25,40.04334060437837
US,2021-11-26,48.66895882914608
US,2021-11-27,36.941269740647876
US,2021-11-28,57.14181395805705
US,2021-11-29,43.4904525338374
US,2021-11-30,39.01999260910993
US,2021-12-01,68.93086185605686
US,2021-12-02,36.61444210983068
US,2021-12-03,43.20619152664917
US,2021-12-04,42.526416006701204
US,2021-12-05,35.799880095921296
US,2021-12-06,34.72587420682417
US,2021-12-07,38.91543091245008
US,2021-12-08,66.30187785865539
US,2021-12-09,61.70693660806645
US,2021-12-10,57.63277629101055
US,2021-12-11,46.80233634021793
US,2021-12-12,49.379945246997565
US,2021-12-13,37.6665173137289
US,2021-12-14,28.25634296072715
US,2021-12-15,40.97029944631978
US,2021-12-16,49.181837546022884
US,2021-12-17,27.586995802706955
US,2021-12-18,29.176371782032483
US,2021-12-19,37.92235407436299
US,2021-12-20,43.18060260491952
US,2021-12-21,44.57650887482339
US,2021-12-22,30.894303314400258
US,2021-12-23,36.36364986219292
US,2021-12-24,38.23469205359316
US,2021-12-25,28.552034272922683
US,2021-12-26,41.63542490972074
US,2021-12-27,28.897189424153115
US,2021-12-28,60.8949668613493
US,2021-12-29,44.92262176445564
US,2021-12-30,41.99902138042144
US,2021-12-31,31.889978529533593
US,2022-01-01,37.05168642768969
US,2022-01-02,37.44123617678922
US,2022-01-03,76.04245580151311
US,2022-01-04,68.5034231687857
US,2022-01-05,26.484481789958387
US,2022-01-06,57.5170844245767
US,2022-01-07,39.00496097537126
US,2022-01-08,31.24628721997251
US,2022-01-09,62.4500677296033
US,2022-01-10,32.78032801740733
US,2022-01-11,49.07452053554625
US,2022-01-12,58.98580508816005
US,2022-01-13,55.044626271290404
US,2022-01-14,77.28000184123346
US,2022-01-15,67.37291292762018
US,2022-01-16,66.89515224669321
US,2022-01-17,45.004317728662244
US,2022-01-18,26.792442432834267
US,2022-01-19,65.17689708661234
US,2022-01-20,79.33582725924107
US,2022-01-21,48.01159271041163
US,2022-01-22,78.88103229462294
US,2022-01-23,34.13887142722723
US,2022-01-24,42.45410834223704
US,2022-01-25,35.81681815504793
US,2022-01-26,52.17191455158465
US,2022-01-27,69.518203120787
US,2022-01-28,45.143532835588125
US,2022-01-29,75.6551168187707
US,2022-01-30,56.31635927847542
US,2022-01-31,52.132918342061366
US,2022-02-01,69.62863906276445
US,2022-02-02,32.59823753966472
US,2022-02-03,69.16475918673963
US,2022-02-04,40.41658880940177
US,2022-02-05,42.55428382148644
US,2022-02-06,60.03017602327636
US,2022-02-07,76.68581305002742
US,2022-02-08,59.096700847443394
US,2022-02-09,63.07731924881733
US,2022-02-10,70.21270242829007
US,2022-02-11,41.83879422048602
US,2022-02-12,73.26329873878865
US,2022-02-13,50.763196243413375
US,2022-02-14,37.431325419410406
US,2022-02-15,47.181553410092434
US,2022-02-16,41.48488981153333
US,2022-02-17,40.58934780605548
US,2022-02-18,43.66702648852947
US,2022-02-19,38.0640325440828
US,2022-02-20,65.391298396628
US,2022-02-21,60.587537569670076
US,2022-02-22,64.54243438566868
US,2022-02-23,47.50170195152543
US,2022-02-24,71.61296390517609
US,2022-02-25,35.57289386391031
US,2022-02-26,60.62633775551299
US,2022-02-27,43.96818352637507
US,2022-02-28,58.368242359624325
US,2022-03-01,46.864955271169606
US,2022-03-02,73.55917061020382
US,2022-03-03,79.4416219976552
US,2022-03-04,71.0756459768573
US,2022-03-05,38.71094674626184
US,2022-03-06,44.477359967492
US,2022-03-07,80.0
US,2022-03-08,53.98387935311239
US,2022-03-09,80.0
US,2022-03-10,51.58370761623902
US,2022-03-11,80.0
US,2022-03-12,80.0
US,2022-03-13,67.4266123082224
US,2022-03-14,29.61373422045947
US,2022-03-15,52.489511959197124
US,2022-03-16,80.0
US,2022-03-17,80.0
US,2022-03-18,40.28092508563226
US,2022-03-19,52.78201251338633
US,2022-03-20,78.52798375931293
US,2022-03-21,63.4870055564282
US,2022-03-22,79.49065477332583
US,2022-03-23,78.40013242091008
US,2022-03-24,80.0
US,2022-03-25,36.601180879938696
US,2022-03-26,38.32577940233883
US,2022-03-27,34.677137223658626
US,2022-03-28,80.0
US,2022-03-29,58.21719434736022
US,2022-03-30,33.7466519522504
US,2022-03-31,49.209641160591076
US,2022-04-01,51.08475846779801
US,2022-04-02,78.70454539095311
US,2022-04-03,74.37570890868956
US,2022-04-04,71.72003908862291
US,2022-04-05,31.520558576519278
US,2022-04-06,80.0
US,2022-04-07,43.362649175093935
US,2022-04-08,68.53402726484555
US,2022-04-09,34.15859781509429
US,2022-04-10,35.41493899500812
US,2022-04-11,31.084215063937453
US,2022-04-12,65.1281790817197
US,2022-04-13,69.11803578055456
US,2022-04-14,33.74333918819693
US,2022-04-15,48.53577192451199
US,2022-04-16,80.0
US,2022-04-17,37.04059539629151
US,2022-04-18,44.210960052940536
US,2022-04-19,57.12737668359599
US,2022-04-20,80.0
US,2022-04-21,46.80064137746267
US,2022-04-22,80.0
US,2022-04-23,53.19728477721647
US,2022-04-24,55.22575142352972
US,2022-04-25,38.819427144001565
US,2022-04-26,73.76236880353316
US,2022-04-27,46.54092044230855
US,2022-04-28,70.7799982249994
US,2022-04-29,45.41430534370379
US,2022-04-30,55.847165608544834
US,2022-05-01,80.0
US,2022-05-02,78.17496301401381
US,2022-05-03,41.37014487644332
US,2022-05-04,70.1179269947806
US,2022-05-05,71.5558173161195
US,2022-05-06,37.501098067368176
US,2022-05-07,61.42523961576552
US,2022-05-08,48.45457680402662
US,2022-05-09,61.70290310831021
US,2022-05-10,80.0
US,2022-05-11,42.12861182786046
US,2022-05-12,39.95379957819361
US,2022-05-13,49.39011898579062
US,2022-05-14,80.0
US,2022-05-15,80.0
US,2022-05-16,33.50490315153826
US,2022-05-17,58.20491282442613
US,2022-05-18,49.00364924650092
US,2022-05-19,73.75176803051687
US,2022-05-20,62.25808023436914
US,2022-05-21,80.0
US,2022-05-22,46.8054971590739
US,2022-05-23,70.92823832313093
US,2022-05-24,78.37371397886153
US,2022-05-25,80.0
US,2022-05-26,59.40660249303446
US,2022-05-27,77.86207714233079
US,2022-05-28,52.770336669947376
US,2022-05-29,61.55432687740777
US,2022-05-30,80.0
US,2022-05-31,80.0
US,2022-06-01,80.0
US,2022-06-02,57.88209516938345
US,2022-06-03,80.0
US,2022-06-04,34.9175742265679
US,2022-06-05,40.082603050871505
US,2022-06-06,77.34749084259904
US,2022-06-07,52.776279970512824
US,2022-06-08,80.0
US,2022-06-09,62.62245494897518
US,2022-06-10,62.26744296607485
US,2022-06-11,79.04913513381149
US,2022-06-12,80.0
US,2022-06-13,65.65510307582169
US,2022-06-14,48.123660775370205
US,2022-06-15,80.0
US,2022-06-16,55.45574618145723
US,2022-06-17,45.70499908119417
US,2022-06-18,76.7252048769159
US,2022-06-19,40.09180398864479
US,2022-06-20,80.0
US,2022-06-21,77.11625370646652
US,2022-06-22,80.0
US,2022-06-23,57.29642082359084
US,2022-06-24,80.0
US,2022-06-25,44.22101396941071
US,2022-06-26,37.091661383006155
US,2022-06-27,36.6160049532312
US,2022-06-28,66.38308149722683
US,2022-06-29,40.168989206275185
US,2022-06-30,69.83958400756451
US,2022-07-01,57.180284792465024
US,2022-07-02,57.8255262792088
US,2022-07-03,78.69770346058026
US,2022-07-04,46.019001626922446
US,2022-07-05,80.0
US,2022-07-06,75.30935201659298
US,2022-07-07,80.0
US,2022-07-08,60.36587763297313
US,2022-07-09,80.0
US,2022-07-10,75.30793526998163
US,2022-07-11,80.0
US,2022-07-12,36.9996579141075
US,2022-07-13,80.0
US,2022-07-14,80.0
US,2022-07-15,38.99871671069238
US,2022-07-16,76.17525827954695
US,2022-07-17,80.0
US,2022-07-18,75.12154174579355
US,2022-07-19,39.97438355974759
US,2022-07-20,80.0
US,2022-07-21,39.858440633272245
US,2022-07-22,80.0
US,2022-07-23,38.71833726976731
US,2022-07-24,45.510173004140476
US,2022-07-25,55.420192722413695
US,2022-07-26,80.0
US,2022-07-27,80.0
US,2022-07-28,44.35968081811129
US,2022-07-29,46.21068141648074
US,2022-07-30,62.55866856247059
US,2022-07-31,80.0
US,2022-08-01,69.83407478860877
US,2022-08-02,59.40244639849591
US,2022-08-03,76.83115745192156
US,2022-08-04,55.13793181481688
US,2022-08-05,65.42420926617002
US,2022-08-06,60.53039434916944
US,2022-08-07,80.0
US,2022-08-08,80.0
US,2022-08-09,80.0
US,2022-08-10,68.64700940779178
US,2022-08-11,73.51732035275577
US,2022-08-12,45.81790176502764
US,2022-08-13,80.0
US,2022-08-14,80.0
US,2022-08-15,80.0
US,2022-08-16,51.63504128148879
US,2022-08-17,80.0
US,2022-08-18,80.0
US,2022-08-19,56.672569501921664
US,2022-08-20,80.0
US,2022-08-21,80.0
US,2022-08-22,80.0
US,2022-08-23,80.0
US,2022-08-24,40.83144688378748
US,2022-08-25,80.0
US,2022-08-26,80.0
US,2022-08-27,60.62048213806853
US,2022-08-28,51.47505209175688
US,2022-08-29,46.21528972479879
US,2022-08-30,41.322791134257855
US,2022-08-31,80.0
US,2022-09-01,55.40897782042863
US,2022-09-02,39.52867137766143
US,2022-09-03,67.7439342140702
US,2022-09-04,74.28509529278082
US,2022-09-05,50.66072847913961
US,2022-09-06,41.238863881121276
US,2022-09-07,52.30462416714343
US,2022-09-08,80.0
US,2022-09-09,44.30874383881681
US,2022-09-10,80.0
US,2022-09-11,49.32123467739312
US,2022-09-12,53.15065286154404
US,2022-09-13,68.32045806990246
US,2022-09-14,46.02322074171582
US,2022-09-15,51.63470866339572
US,2022-09-16,65.199545199464
US,2022-09-17,63.80154652282441
US,2022-09-18,80.0
US,2022-09-19,44.31571572524732
US,2022-09-20,80.0
US,2022-09-21,80.0
US,2022-09-22,80.0
US,2022-09-23,62.72635809089277
US,2022-09-24,80.0
US,2022-09-25,53.053721638477114
US,2022-09-26,48.5790362155212
US,2022-09-27,42.45209837883107
US,2022-09-28,80.0
US,2022-09-29,63.10565111078188
US,2022-09-30,80.0
US,2022-10-01,60.49564186696352
US,2022-10-02,80.0
US,2022-10-03,80.0
US,2022-10-04,80.0
US,2022-10-05,78.39727567166604
US,2022-10-06,80.0
US,2022-10-07,80.0
US,2022-10-08,65.14473840987718
US,2022-10-09,72.68296548949012
US,2022-10-10,80.0
US,2022-10-11,63.46853386265776
US,2022-10-12,80.0
US,2022-10-13,45.624425544475955
US,2022-10-14,80.0
US,2022-10-15,49.59838468147449
US,2022-10-16,63.30721341964678
US,2022-10-17,60.61416885966911
US,2022-10-18,80.0
US,2022-10-19,55.55073215803642
US,2022-10-20,80.0
US,2022-10-21,80.0
US,2022-10-22,80.0
US,2022-10-23,59.07438207548844
US,2022-10-24,58.587845000471546
US,2022-10-25,77.86941902224892
US,2022-10-26,41.11176779739612
US,2022-10-27,80.0
US,2022-10-28,80.0
US,2022-10-29,53.09672811905657
US,2022-10-30,80.0
US,2022-10-31,80.0
US,2022-11-01,80.0
US,2022-11-02,80.0
US,2022-11-03,80.0
US,2022-11-04,66.09722861479037
US,2022-11-05,80.0
US,2022-11-06,80.0
US,2022-11-07,80.0
US,2022-11-08,70.16028298000157
US,2022-11-09,75.14962508280136
US,2022-11-10,68.65519016271315
US,2022-11-11,58.7032796228221
US,2022-11-12,80.0
US,2022-11-13,80.0
US,2022-11-14,79.60578537494808
US,2022-11-15,49.335998017504075
US,2022-11-16,80.0
US,2022-11-17,56.01948570831551
US,2022-11-18,51.0701058062116
US,2022-11-19,80.0
US,2022-11-20,74.85707529110235
US,2022-11-21,46.68802684438428
US,2022-11-22,71.43995763924836
US,2022-11-23,80.0
US,2022-11-24,80.0
US,2022-11-25,72.30146872631033
US,2022-11-26,58.042422018141934
US,2022-11-27,80.0
